Rows,brand,model,transmission,age,fuel,engine,km,owner,price,location,mileage,power,seats,type
7757,honda,brio,manual,12,petrol,1198,25000,1,275000,mumbai,18.4,86.8,5,
7758,tata,tiago,automatic,6,petrol,1199,2000,1,500000,pune,23.84,83.83,5,
7759,mahindra,scorpio,manual,10,diesel,2179,45239,1,709000,kochi,12.05,120,8,
7760,bmw,5,automatic,13,diesel,1995,101999,1,1999000,hyderabad,16.73,218,5,
7761,toyota,corolla,manual,10,diesel,1364,74219,1,1075000,mumbai,21.43,87.2,5,
7762,honda,city,automatic,8,petrol,1497,25000,1,945000,mumbai,18,117.3,5,
7763,hyundai,verna,manual,16,diesel,1582,109606,1,290000,hyderabad,22,126.2,5,
7764,maruti,swift,manual,9,diesel,1248,36000,1,470000,kolkata,26.59,74,5,
7765,maruti,ciaz,manual,8,petrol,1373,41810,1,711000,coimbatore,20.73,91.1,5,
7766,ford,ecosport,manual,10,diesel,1498,93321,1,625000,jaipur,22.7,89.84,5,
7767,maruti,alto,manual,13,petrol,998,81000,1,220000,hyderabad,20.92,67.1,5,
7768,honda,amaze,automatic,5,petrol,1199,25717,1,886000,kochi,19,88.76,5,
7769,mahindra,xuv500,manual,9,diesel,2179,37000,1,930000,delhi,15.1,140,7,
7770,mahindra,tuv,manual,7,diesel,1493,56380,1,757000,coimbatore,18.49,100,7,
7771,honda,jazz,manual,7,petrol,1199,8000,1,790000,chennai,18.2,88.7,5,
7772,maruti,swift,manual,6,petrol,1298,14589,1,565000,kochi,16.1,88.2,5,
7773,volkswagen,polo,manual,11,petrol,1198,65088,1,325000,delhi,16.47,73.9,5,
7774,hyundai,creta,manual,5,diesel,1582,24864,1,1627000,coimbatore,20.5,126.2,5,
7775,chevrolet,beat,manual,13,petrol,1199,64831,1,321000,coimbatore,18.6,79.4,5,
7776,honda,amaze,manual,11,diesel,1498,38001,1,390000,kolkata,25.8,98.6,5,
7777,mercedes-benz,e-class,automatic,16,petrol,2496,77000,2,650000,mumbai,10,157.7,5,
7778,bmw,5,automatic,8,diesel,2993,27000,1,4800000,hyderabad,18.59,265,5,
7779,audi,a3,automatic,8,diesel,1968,39000,1,1890000,mumbai,20.38,143,5,
7780,maruti,swift,manual,9,diesel,1248,131000,1,360000,pune,26.59,74,5,
7781,maruti,swift,manual,9,diesel,1248,43000,1,550000,kolkata,26.59,74,5,
7782,toyota,innova,manual,13,diesel,2494,68000,2,700000,pune,12.8,102,7,
7783,bmw,x3,automatic,8,diesel,1995,45165,1,4175000,bangalore,16.09,184,5,
7784,bmw,5,automatic,17,diesel,1995,120000,1,1050000,hyderabad,16.73,218,5,
7785,mahindra,xuv500,manual,10,diesel,2179,86091,1,1009000,coimbatore,15.1,140,7,
7786,honda,city,manual,15,petrol,1497,71499,1,300000,delhi,17,118,5,
7787,force,one,manual,10,diesel,2200,50000,1,1200000,chennai,17,139.01,7,
7788,volkswagen,polo,manual,9,diesel,1498,66000,1,491000,jaipur,20.14,88,5,
7789,honda,jazz,manual,14,petrol,1198,45000,1,200000,kolkata,16,90,5,
7790,toyota,etios,manual,9,diesel,1364,69189,1,530000,hyderabad,23.59,67.06,5,
7791,nissan,terrano,manual,10,diesel,1461,40206,1,722000,mumbai,19.01,108.5,5,
7792,bmw,x3,automatic,7,diesel,1995,36723,1,3257000,kochi,18.56,190,5,
7793,hyundai,i20,manual,14,petrol,1197,57500,1,275000,mumbai,18.5,80,5,
7794,maruti,eeco,manual,6,cng,1196,43912,1,433000,kochi,20.989,73,5,
7795,ford,fiesta,manual,13,diesel,1399,52000,1,375000,hyderabad,17.8,68,5,
7796,honda,city,automatic,10,petrol,1497,60952,1,591000,kochi,16.8,118,5,
7797,maruti,swift,manual,11,diesel,1248,87192,1,435000,chennai,25.2,74,5,
7798,hyundai,grand,manual,10,diesel,1120,58000,1,325000,delhi,24,70,5,
7799,audi,q7,automatic,7,diesel,2967,59500,1,6800000,pune,14.75,245,7,
7800,volkswagen,ameo,manual,8,petrol,1198,16650,1,550000,mumbai,17,74,5,
7801,honda,city,automatic,6,petrol,1497,34696,1,1208000,kochi,18,117.3,5,
7802,maruti,baleno,manual,6,diesel,1248,42243,1,748000,kochi,27.39,74,5,
7803,hyundai,grand,manual,8,diesel,1120,57824,1,550000,jaipur,24,70,5,
7804,maruti,swift,manual,13,diesel,1248,110000,1,350000,jaipur,19.3,73.9,5,
7805,maruti,swift,manual,18,petrol,1197,63000,1,160000,delhi,16.1,74,,
7806,land,rover,automatic,11,diesel,2179,72000,1,1550000,delhi,0,115,5,
7807,toyota,fortuner,manual,11,diesel,2982,63455,1,1900000,hyderabad,11.5,171,7,
7808,honda,jazz,manual,7,diesel,1498,17151,1,840000,hyderabad,27.3,98.6,5,
7809,maruti,vitara,manual,8,diesel,1248,31001,1,725000,pune,24.3,88.5,5,
7810,maruti,swift,manual,10,diesel,1248,42109,1,425000,kolkata,23.4,74,5,
7811,skoda,rapid,automatic,9,diesel,1498,55000,2,570000,delhi,21.66,103.52,5,
7812,land,rover,automatic,11,diesel,2179,46000,2,2600000,hyderabad,0,115,5,
7813,maruti,alto,manual,11,petrol,796,30852,1,249000,hyderabad,22.74,47.3,5,
7814,volkswagen,polo,manual,13,petrol,1198,65000,2,300000,pune,16.47,73.9,5,
7815,honda,city,manual,9,diesel,1498,65000,1,595000,delhi,26,98.6,5,
7816,maruti,swift,manual,11,diesel,1248,72000,1,269000,delhi,23.4,74,5,
7817,audi,a4,automatic,10,diesel,1968,29000,1,2600000,bangalore,17.11,174.33,5,
7818,honda,city,manual,9,petrol,1497,32000,1,550000,kolkata,17.8,117.3,5,
7819,ford,figo,manual,8,petrol,1196,29875,1,485000,chennai,18.16,86.8,5,
7820,maruti,vitara,manual,6,diesel,1248,32539,1,839000,kochi,24.3,88.5,5,
7821,renault,duster,manual,9,diesel,1461,83090,1,799000,hyderabad,19.01,108.45,5,
7822,hyundai,i20,manual,8,diesel,1396,62679,1,695000,hyderabad,21.19,88.73,5,
7823,mahindra,logan,manual,14,petrol,1390,93000,1,150000,mumbai,15.7,75,5,
7824,honda,city,manual,18,petrol,1497,44000,1,155000,mumbai,17.7,78,5,
7825,ford,figo,manual,14,petrol,1196,78400,2,275000,bangalore,15.6,70,5,
7826,renault,duster,manual,10,petrol,1598,71300,1,425000,mumbai,13.06,102.53,5,
7827,hyundai,i10,manual,9,petrol,1197,18000,1,285000,kolkata,20.36,78.9,5,
7828,land,rover,automatic,5,diesel,1999,24013,1,5614000,coimbatore,12.81,148.31,7,
7829,audi,q5,automatic,15,petrol,1984,99100,2,1000000,ahmedabad,9.74,208,5,
7830,maruti,versa,manual,21,petrol,1298,62000,2,125000,mumbai,11.3,83.1,8,
7831,maruti,swift,manual,7,diesel,1248,14000,1,750000,kolkata,26.59,74,5,
7832,audi,a4,automatic,9,diesel,1968,44811,1,2581000,coimbatore,17.11,174.33,5,
7833,volkswagen,polo,manual,10,petrol,1198,44000,1,430000,ahmedabad,16.47,74,5,
7834,toyota,fortuner,manual,14,diesel,2982,136000,2,1100000,chennai,11.5,171,7,
7835,toyota,fortuner,manual,14,diesel,2982,144113,2,1175000,jaipur,11.5,171,7,
7836,honda,accord,manual,12,petrol,2354,94989,1,658000,coimbatore,12.8,177.6,5,
7837,maruti,swift,manual,12,diesel,1248,58133,1,480000,chennai,22.9,74,5,
7838,skoda,fabia,manual,16,petrol,1198,61000,2,165000,pune,17.5,70,5,
7839,jeep,compass,manual,7,diesel,1956,27000,1,1500000,kolkata,17.1,170,5,
7840,tata,nano,manual,10,petrol,624,18050,2,100000,ahmedabad,25.4,37.5,4,
7841,ford,fiesta,manual,17,petrol,1596,145277,1,165000,hyderabad,15.3,101,5,
7842,maruti,celerio,manual,9,diesel,793,42000,1,360000,ahmedabad,27.62,47,5,
7843,toyota,fortuner,manual,13,diesel,2982,86000,1,1150000,delhi,11.5,171,7,
7844,maruti,celerio,manual,9,diesel,793,42150,1,360000,ahmedabad,27.62,47,5,
7845,hyundai,eon,manual,9,petrol,814,30158,1,305000,pune,21.1,55.2,5,
7846,ford,fiesta,manual,13,diesel,1498,47000,2,600000,bangalore,23.5,90,5,
7847,volkswagen,polo,manual,11,petrol,1198,39000,1,375000,ahmedabad,16.47,74,5,
7848,volkswagen,polo,manual,8,petrol,1199,32125,1,617000,coimbatore,16.2,74,5,
7849,maruti,vitara,manual,7,diesel,1248,58829,1,905000,coimbatore,24.3,88.5,5,
7850,honda,brio,manual,11,petrol,1198,67559,1,405000,coimbatore,19.4,86.8,5,
7851,maruti,swift,manual,11,petrol,1298,55000,1,425000,pune,17.5,85.8,5,
7852,maruti,celerio,manual,6,petrol,998,30000,1,375000,kolkata,23.1,67.04,5,
7853,hyundai,creta,automatic,8,petrol,1591,28000,1,1185000,mumbai,13,121.3,5,
7854,ford,ecosport,manual,8,diesel,1498,31826,1,824000,kochi,22.7,89.84,5,
7855,maruti,swift,manual,8,diesel,1248,64000,1,599000,hyderabad,17.8,,5,
7856,honda,cr-v,manual,16,petrol,1997,100009,2,650000,jaipur,13.1,141.1,5,
7857,land,rover,automatic,5,diesel,2179,17201,1,5891000,coimbatore,12.51,187.7,7,
7858,mahindra,xuv500,manual,10,diesel,2179,74345,1,800000,delhi,15.1,140,7,
7859,volkswagen,polo,manual,9,petrol,1198,58134,1,464000,kochi,16.47,74,5,
7860,hyundai,i10,automatic,14,petrol,1197,30566,1,332000,kochi,19.2,80,5,
7861,hyundai,i10,manual,12,petrol,1197,55231,2,278000,chennai,20.36,78.9,5,
7862,chevrolet,cruze,automatic,8,diesel,1998,67774,1,895000,kochi,14.81,163.7,5,
7863,mercedes-benz,e-class,automatic,11,petrol,1991,50319,1,2195000,mumbai,12,181.03,5,
7864,hyundai,sonata,manual,11,petrol,2359,45000,1,790000,ahmedabad,11.7,134,5,
7865,mercedes-benz,new,automatic,17,petrol,1796,43627,1,2900000,kolkata,11.74,186,5,
7866,volkswagen,polo,manual,11,diesel,1199,45000,1,325000,kolkata,22.07,73.9,5,
7867,honda,city,manual,10,petrol,1497,10500,1,590000,mumbai,17.4,117.3,5,
7868,maruti,vitara,manual,7,diesel,1248,21789,1,988000,coimbatore,24.3,88.5,5,
7869,hyundai,elite,manual,5,petrol,1197,21134,1,878000,coimbatore,18.6,81.86,5,
7870,tata,new,manual,13,diesel,2179,90000,2,275000,kolkata,13.93,138.1,7,
7871,nissan,sunny,manual,10,diesel,1461,51553,1,598000,kochi,21.64,84.8,5,
7872,bmw,3,automatic,13,petrol,2497,31000,1,3100000,delhi,10.9,215,5,
7873,toyota,corolla,manual,13,petrol,1798,67422,2,355000,delhi,14.53,138,5,
7874,hyundai,verna,manual,9,diesel,1582,60519,1,624000,kochi,22.32,126.32,5,
7875,maruti,swift,manual,15,diesel,1248,34000,1,219000,kolkata,19.3,73.9,5,
7876,maruti,dzire,manual,11,diesel,1248,68434,1,550000,hyderabad,28.4,73.75,5,
7877,maruti,alto,manual,10,petrol,998,17000,1,210000,pune,24.07,67.1,5,
7878,jaguar,xj,automatic,13,petrol,5000,43686,1,5066000,coimbatore,10.5,503,4,
7879,mercedes-benz,new,automatic,12,diesel,2143,22000,1,1400000,kolkata,14.84,170,5,
7880,hyundai,verna,manual,11,diesel,1582,79225,1,550000,mumbai,22,126.2,5,
7881,chevrolet,aveo,manual,17,petrol,1598,63000,3,120000,pune,14.2,102,5,
7882,maruti,swift,manual,10,petrol,1197,61922,1,530000,hyderabad,20.4,81.8,5,
7883,hyundai,verna,manual,9,diesel,1582,85000,1,630000,chennai,23.9,126.2,5,
7884,mercedes-benz,glc,automatic,7,diesel,2143,26192,1,4047000,kochi,17.9,168,5,
7885,toyota,fortuner,manual,11,diesel,2982,65000,1,1610000,delhi,13,168.5,7,
7886,audi,q5,automatic,10,diesel,1968,44999,1,2500000,delhi,12.8,167.6,5,
7887,bmw,3,automatic,16,diesel,1995,81308,2,795000,mumbai,13.2,170,5,
7888,maruti,alto,manual,8,petrol,796,35000,1,265000,delhi,24.7,47.3,5,
7889,maruti,alto,manual,12,petrol,998,65349,1,281000,coimbatore,20.92,67.1,5,
7890,audi,a4,automatic,12,petrol,1798,80000,1,1750000,hyderabad,15.64,167.62,5,
7891,maruti,swift,manual,12,petrol,1197,61000,1,330000,mumbai,16.1,85,5,
7892,maruti,wagon,manual,5,petrol,998,31817,1,534000,kochi,22.5,67.04,5,
7893,skoda,rapid,manual,8,diesel,1498,41000,1,850000,hyderabad,21.14,103.52,5,
7894,honda,jazz,manual,14,petrol,1198,82606,2,269000,kochi,16,90,5,
7895,mahindra,xuv500,manual,9,diesel,2179,52000,1,1150000,ahmedabad,16,140,7,
7896,maruti,ritz,manual,13,petrol,1197,50318,1,406000,coimbatore,18.5,85.8,5,
7897,mercedes-benz,gle,automatic,8,diesel,2143,50000,1,4900000,hyderabad,17.9,201.15,5,
7898,skoda,rapid,manual,12,diesel,1598,72000,1,460000,bangalore,20.5,103.5,5,
7899,hyundai,grand,manual,9,diesel,1120,63776,1,396000,delhi,24,70,5,
7900,hyundai,elite,manual,9,petrol,1197,28133,1,560000,mumbai,18.6,81.86,5,
7901,tata,zest,manual,7,diesel,1248,45000,1,375000,kolkata,22.95,74,5,
7902,hyundai,i20,manual,9,diesel,1396,55697,1,550000,jaipur,22.54,88.73,5,
7903,skoda,rapid,manual,12,diesel,1598,62000,2,300000,delhi,20.5,103.5,5,
7904,fiat,linea,manual,13,petrol,1368,48000,1,300000,mumbai,16,90,5,
7905,maruti,swift,manual,14,petrol,1298,90246,1,295000,pune,16.1,88.2,5,
7906,tata,indica,manual,9,diesel,1396,80500,1,245000,hyderabad,25,69,5,
7907,mercedes-benz,new,automatic,12,diesel,2143,119000,1,1399000,pune,14.84,170,5,
7908,mercedes-benz,gle,automatic,8,diesel,2987,28541,1,6075000,bangalore,11.57,254.79,5,
7909,hyundai,santro,manual,16,petrol,1086,45500,2,117000,kolkata,0,,5,
7910,honda,city,manual,12,petrol,1497,41000,2,450000,chennai,16.8,116.3,5,
7911,hyundai,i20,manual,14,petrol,1197,58000,2,250000,mumbai,18.5,80,5,
7912,toyota,fortuner,manual,9,diesel,2982,99000,1,2050000,chennai,13,168.5,7,
7913,hyundai,grand,manual,10,petrol,1197,31200,1,390000,delhi,18.9,82,5,
7914,volkswagen,jetta,manual,15,diesel,1896,85000,2,350000,chennai,15,105,5,
7915,ford,ecosport,automatic,8,petrol,1499,60924,1,830000,hyderabad,15.63,110.4,5,
7916,hyundai,eon,manual,12,petrol,814,45000,1,250000,chennai,21.1,55.2,5,
7917,nissan,micra,automatic,13,petrol,1198,44000,1,265000,kolkata,19.15,75.94,5,
7918,honda,jazz,automatic,8,petrol,1199,30534,1,742000,kochi,19,88.7,5,
7919,volkswagen,polo,manual,8,petrol,1198,46399,1,463000,kochi,16.47,74,5,
7920,maruti,alto,manual,16,petrol,796,42000,1,109000,kolkata,19.7,46.3,5,
7921,hyundai,verna,manual,13,diesel,1582,67000,1,380000,delhi,22.32,126.32,5,
7922,mercedes-benz,e-class,automatic,11,diesel,2148,58000,1,1575000,mumbai,10,170,5,
7923,tata,zest,manual,9,petrol,1193,27000,1,527000,coimbatore,17.57,88.7,5,
7924,honda,brio,manual,12,petrol,1198,39566,2,275000,mumbai,18.4,86.8,5,
7925,honda,jazz,manual,8,diesel,1498,14980,1,740000,chennai,27.3,98.6,5,
7926,maruti,alto,automatic,7,petrol,998,18491,1,390000,jaipur,24.07,67.1,5,
7927,maruti,zen,manual,24,petrol,993,90000,2,70000,jaipur,17.3,60,5,
7928,hyundai,i20,manual,9,diesel,1396,118211,1,590000,pune,22.54,88.73,5,
7929,maruti,sx4,manual,8,diesel,1598,63316,1,958000,coimbatore,22.7,118,5,
7930,mercedes-benz,e-class,automatic,10,diesel,2143,42000,1,2495000,delhi,14.21,203,5,
7931,chevrolet,enjoy,manual,9,petrol,1399,25648,1,429000,kochi,13.7,98.82,7,
7932,mercedes-benz,e-class,automatic,13,diesel,2143,67612,2,1150000,delhi,14.21,203,5,
7933,mahindra,xuv500,manual,8,diesel,2179,33000,1,965000,mumbai,16,140,7,
7934,hyundai,i10,manual,9,petrol,1197,20000,1,375000,mumbai,20.36,78.9,5,
7935,hyundai,getz,manual,17,petrol,1341,143000,2,110000,pune,14.2,82.9,5,
7936,audi,q7,automatic,10,diesel,2967,118218,1,3141000,coimbatore,12.07,241.4,7,
7937,mahindra,scorpio,manual,12,diesel,2179,99000,3,600000,pune,12.05,120,8,
7938,honda,jazz,manual,8,petrol,1199,22700,1,555000,pune,18.7,88.7,5,
7939,tata,safari,manual,7,diesel,2179,28000,1,1091000,jaipur,14,138.1,7,
7940,mahindra,xuv500,manual,10,diesel,2179,62000,1,725000,kolkata,15.1,140,7,
7941,volkswagen,polo,manual,12,diesel,1199,107023,1,390000,hyderabad,22.07,73.9,5,
7942,maruti,swift,manual,12,diesel,1248,71082,1,395000,delhi,19.3,73.9,5,
7943,audi,q3,automatic,11,diesel,1968,60000,1,2200000,mumbai,15.73,174.33,5,
7944,maruti,celerio,manual,10,petrol,998,21701,1,338000,delhi,23.1,67.04,5,
7945,honda,city,manual,13,petrol,1497,56000,1,345000,mumbai,16.8,116.3,5,
7946,hyundai,i20,manual,8,petrol,1197,32450,1,575000,delhi,18.6,81.83,5,
7947,renault,kwid,manual,8,petrol,799,12500,1,275000,jaipur,25.17,53.3,5,
7948,mercedes-benz,cla,automatic,5,diesel,2143,20483,1,3030000,kochi,17.9,136,5,
7949,ford,ecosport,manual,10,diesel,1498,45800,1,750000,hyderabad,22.7,89.84,5,
7950,hyundai,i20,manual,9,petrol,1197,35441,1,687000,coimbatore,18.6,81.83,5,
7951,toyota,innova,manual,9,diesel,2494,86398,1,1520000,bangalore,12.99,100.6,7,
7952,nissan,sunny,manual,12,diesel,1461,150000,1,350000,chennai,21.64,84.8,5,
7953,maruti,swift,manual,10,diesel,1248,89000,1,585000,hyderabad,25.2,74,5,
7954,maruti,a-star,manual,14,petrol,998,68375,1,250000,hyderabad,19,66.1,5,
7955,maruti,swift,manual,11,petrol,1197,52000,1,395000,pune,18.6,85.8,5,
7956,mercedes-benz,cla,automatic,7,diesel,2143,39000,1,2700000,jaipur,17.9,136,5,
7957,maruti,ertiga,manual,10,petrol,1373,68000,2,675000,bangalore,16.02,93.7,7,
7958,maruti,wagon,manual,17,petrol,998,71000,2,150000,jaipur,18.9,67.1,5,
7959,volkswagen,polo,manual,12,diesel,1199,72003,1,390000,hyderabad,22.07,73.9,5,
7960,ford,ecosport,manual,10,diesel,1498,135670,1,655000,hyderabad,22.7,89.84,5,
7961,honda,city,manual,7,diesel,1498,65850,1,944000,kochi,25.1,98.6,5,
7962,toyota,corolla,manual,9,petrol,1798,53920,1,1077000,coimbatore,14.28,138.03,5,
7963,mahindra,xuv500,manual,10,diesel,2179,58000,1,750000,ahmedabad,15.1,140,7,
7964,maruti,alto,manual,8,petrol,796,4000,1,300000,kolkata,24.7,47.3,5,
7965,bmw,5,automatic,14,diesel,2993,58000,1,1175000,chennai,18.59,265,5,
7966,hyundai,eon,manual,8,petrol,814,29832,1,329000,kochi,21.1,55.2,5,
7967,maruti,swift,manual,8,diesel,1248,71156,1,650000,chennai,26.59,74,5,
7968,maruti,celerio,manual,9,cng,998,64687,1,380000,delhi,44.1881,58.33,5,
7969,audi,a4,automatic,13,diesel,1968,54000,1,1800000,hyderabad,16.55,147.51,5,
7970,skoda,superb,automatic,15,petrol,1798,75000,2,495000,bangalore,13.7,157.75,5,
7971,tata,zest,manual,9,petrol,1193,39208,1,452000,kochi,17.57,88.7,5,
7972,force,one,manual,10,diesel,2149,41000,1,800000,kolkata,17,139.07,7,
7973,honda,city,manual,11,petrol,1497,38622,1,626000,coimbatore,17.4,117.3,5,
7974,nissan,sunny,manual,8,petrol,1498,18000,1,750000,chennai,16.95,97.7,5,
7975,maruti,swift,manual,12,petrol,1197,52000,1,365000,delhi,16.1,74,,
7976,volkswagen,vento,automatic,13,petrol,1598,45000,1,335000,mumbai,14.4,103.6,5,
7977,hyundai,verna,automatic,10,petrol,1591,48656,1,550000,mumbai,15.74,121.3,5,
7978,hyundai,verna,automatic,12,diesel,1582,79000,1,525000,bangalore,22,126.2,5,
7979,audi,a4,automatic,12,diesel,1968,88000,1,1625000,bangalore,16.55,140,5,
7980,maruti,sx4,manual,15,petrol,1586,92000,1,270000,delhi,15.5,103.3,5,
7981,ford,endeavour,automatic,5,diesel,2198,9000,1,3290000,chennai,12.62,158,7,
7982,maruti,swift,manual,16,petrol,1197,50121,1,341000,coimbatore,20.4,83.11,5,
7983,hyundai,grand,manual,10,diesel,1120,79000,1,415000,hyderabad,24,70,5,
7984,volkswagen,polo,manual,10,diesel,1498,46000,2,590000,hyderabad,20.14,88.8,5,
7985,mercedes-benz,e-class,automatic,12,petrol,2496,100000,1,1150000,pune,10,157.7,5,
7986,hyundai,i20,manual,9,petrol,1197,41000,1,475000,kolkata,18.6,81.83,5,
7987,maruti,alto,automatic,9,petrol,998,25000,1,350000,chennai,24.07,67.1,5,
7988,maruti,ertiga,manual,10,diesel,1248,71899,1,725000,pune,20.77,88.76,7,
7989,maruti,celerio,automatic,8,petrol,998,7100,1,435000,mumbai,23.1,67.04,5,
7990,renault,kwid,automatic,6,petrol,999,38171,2,499000,coimbatore,22.5,67,5,
7991,mahindra,scorpio,manual,11,diesel,2179,70359,1,765000,bangalore,12.05,120,8,
7992,toyota,innova,manual,13,diesel,2494,200000,1,900000,chennai,12.8,102,7,
7993,volkswagen,polo,manual,7,diesel,1199,26969,1,690000,chennai,22.07,73.9,5,
7994,ford,figo,manual,13,diesel,1399,56500,1,290000,chennai,20,68,5,
7995,nissan,terrano,manual,10,diesel,1461,40000,1,575000,kolkata,20.45,83.8,5,
7996,force,one,manual,10,diesel,2200,41000,1,800000,kolkata,17,139.01,7,
7997,renault,kwid,automatic,7,petrol,999,53105,1,441000,kochi,22.5,67,5,
7998,skoda,rapid,manual,11,diesel,1498,23000,1,495000,mumbai,21.14,103.52,5,
7999,mahindra,xuv500,automatic,8,diesel,2179,80999,1,1440000,hyderabad,16,140,7,
8000,ford,figo,manual,12,diesel,1399,82000,1,295000,chennai,20,68.05,5,
8001,mahindra,bolero,manual,7,diesel,2523,68557,1,814000,coimbatore,15.96,62.1,7,
8002,volkswagen,vento,manual,8,diesel,1498,34000,1,845000,hyderabad,20.64,108.5,5,
8003,toyota,innova,manual,9,diesel,2494,77000,1,1250000,pune,12.99,100,8,
8004,mahindra,xuv500,manual,12,diesel,2179,48000,1,650000,mumbai,15.1,140,7,
8005,ford,ecosport,manual,9,petrol,1499,28232,2,772000,coimbatore,15.8,110,5,
8006,volkswagen,jetta,automatic,13,diesel,1968,110000,1,800000,chennai,16.96,138.1,5,
8007,tata,new,manual,15,diesel,2179,120000,2,300000,chennai,13.93,138,7,
8008,bmw,3,automatic,11,diesel,2993,49000,1,2900000,mumbai,8.2,245,4,
8009,volkswagen,polo,manual,10,petrol,1198,22000,1,411000,kolkata,16.47,74,5,
8010,hyundai,i20,manual,9,petrol,1197,14925,1,537000,coimbatore,18.5,82.9,5,
8011,maruti,ertiga,manual,11,diesel,1248,75000,1,655000,mumbai,20.77,88.8,7,
8012,honda,city,manual,9,petrol,1497,23000,1,700000,chennai,17.4,117.3,5,
8013,honda,city,manual,10,petrol,1497,57000,1,548000,mumbai,17,118,5,
8014,volkswagen,jetta,automatic,11,diesel,1968,76718,1,651000,kochi,16.96,138.03,5,
8015,honda,amaze,manual,8,diesel,1498,138000,1,515000,pune,25.8,98.6,5,
8016,mahindra,xuv500,manual,11,diesel,2179,140000,2,900000,hyderabad,15.1,140,7,
8017,toyota,corolla,automatic,16,petrol,1798,110000,2,275000,mumbai,14.53,138.1,5,
8018,hyundai,santro,manual,19,petrol,1086,126000,2,120000,pune,17,,5,
8019,bmw,3,automatic,12,diesel,1995,73000,1,1250000,bangalore,22.69,190,5,
8020,ford,ecosport,manual,7,diesel,1498,63423,1,769000,kochi,23,98.96,5,
8021,hyundai,i20,manual,11,petrol,1197,62132,1,457000,kochi,18.5,82.85,5,
8022,honda,city,automatic,11,petrol,1497,51000,1,450000,mumbai,16.8,118,5,
8023,maruti,ritz,manual,9,diesel,1248,75000,1,490000,hyderabad,23.2,73.94,5,
8024,hyundai,i10,manual,16,petrol,1086,55410,1,165000,kolkata,19.81,68.05,5,
8025,chevrolet,sail,manual,9,petrol,1199,41000,1,325000,mumbai,18.2,82.4,5,
8026,hyundai,verna,manual,12,diesel,1582,45000,1,625000,chennai,22.32,126.32,5,
8027,hyundai,creta,manual,6,petrol,1591,53322,1,1213000,kochi,15.8,121.3,5,
8028,chevrolet,sail,manual,11,petrol,1199,48000,1,325000,jaipur,18.2,82.4,5,
8029,audi,q5,automatic,11,diesel,1968,72000,1,2900000,hyderabad,14.16,174.3,5,
8030,honda,city,manual,11,petrol,1497,50266,1,553000,kochi,17,118,5,
8031,ford,ecosport,manual,7,petrol,1497,21800,1,875000,hyderabad,17,121.36,5,
8032,audi,q7,automatic,10,diesel,2967,45000,2,3790000,bangalore,12.07,241.4,7,
8033,hyundai,i10,manual,14,petrol,1197,62000,1,240000,delhi,20.36,78.9,5,
8034,hyundai,i20,manual,10,petrol,1197,41681,1,455000,chennai,17,80,5,
